ano,uf,tipo,qtde
2015,ACRE,CAMINHAO,6709
2015,ACRE,CAMINHAO TRATOR,708
2015,ACRE,CAMINHONETE,19694
2015,ACRE,CAMIONETA,6138
2015,ACRE,MICROONIBUS,325
2015,ACRE,MOTOCICLETA,97482
2015,ACRE,MOTONETA,19474
2015,ACRE,ONIBUS,1036
2015,ACRE,UTILITARIO,998
2015,ALAGOAS,AUTOMOVEL,305661
2015,ALAGOAS,CAMINHAO,19966
2015,ALAGOAS,CAMINHAO TRATOR,2295
2015,ALAGOAS,CAMINHONETE,40272
2015,ALAGOAS,CAMIONETA,22926
2015,ALAGOAS,MICROONIBUS,6001
2015,ALAGOAS,MOTOCICLETA,233103
2015,ALAGOAS,MOTONETA,33912
2015,ALAGOAS,ONIBUS,6673
2015,ALAGOAS,UTILITARIO,4380
2015,AMAPA,AUTOMOVEL,71370
2015,AMAPA,CAMINHAO,3876
2015,AMAPA,CAMINHAO TRATOR,310
2015,AMAPA,CAMINHONETE,16366
2015,AMAPA,CAMIONETA,6104
2015,AMAPA,MICROONIBUS,418
2015,AMAPA,MOTOCICLETA,56268
2015,AMAPA,MOTONETA,9935
2015,AMAPA,ONIBUS,1139
2015,AMAPA,UTILITARIO,753
2015,AMAZONAS,AUTOMOVEL,353384
2015,AMAZONAS,CAMINHAO,19519
2015,AMAZONAS,CAMINHAO TRATOR,3179
2015,AMAZONAS,CAMINHONETE,70541
2015,AMAZONAS,CAMIONETA,33952
2015,AMAZONAS,MICROONIBUS,3487
2015,AMAZONAS,MOTOCICLETA,214012
2015,AMAZONAS,MOTONETA,48274
2015,AMAZONAS,ONIBUS,8796
2015,AMAZONAS,UTILITARIO,4775
2015,BAHIA,AUTOMOVEL,1573348
2015,BAHIA,CAMINHAO,111327
2015,BAHIA,CAMINHAO TRATOR,19768
2015,BAHIA,CAMINHONETE,278340
2015,BAHIA,CAMIONETA,105539
2015,BAHIA,MICROONIBUS,26155
2015,BAHIA,MOTOCICLETA,1122775
2015,BAHIA,MOTONETA,161805
2015,BAHIA,ONIBUS,36812
2015,BAHIA,UTILITARIO,21012
2015,CEARA,AUTOMOVEL,980188
2015,CEARA,CAMINHAO,66034
2015,CEARA,CAMINHAO TRATOR,7655
2015,CEARA,CAMINHONETE,143148
2015,CEARA,CAMIONETA,74937
2015,CEARA,MICROONIBUS,11118
2015,CEARA,MOTOCICLETA,1178686
2015,CEARA,MOTONETA,137222
2015,CEARA,ONIBUS,15175
2015,CEARA,UTILITARIO,22892
2015,DISTRITO FEDERAL,AUTOMOVEL,1160315
2015,DISTRITO FEDERAL,CAMINHAO,22758
2015,DISTRITO FEDERAL,CAMINHAO TRATOR,3218
2015,DISTRITO FEDERAL,CAMINHONETE,98037
2015,DISTRITO FEDERAL,CAMIONETA,81812
2015,DISTRITO FEDERAL,MICROONIBUS,5272
2015,DISTRITO FEDERAL,MOTOCICLETA,166974
2015,DISTRITO FEDERAL,MOTONETA,16636
2015,DISTRITO FEDERAL,ONIBUS,11810
2015,DISTRITO FEDERAL,UTILITARIO,19124
2015,ESPIRITO SANTO,AUTOMOVEL,850772
2015,ESPIRITO SANTO,CAMINHAO,68267
2015,ESPIRITO SANTO,CAMINHAO TRATOR,17832
2015,ESPIRITO SANTO,CAMINHONETE,126679
2015,ESPIRITO SANTO,CAMIONETA,74741
2015,ESPIRITO SANTO,MICROONIBUS,7482
2015,ESPIRITO SANTO,MOTOCICLETA,400842
2015,ESPIRITO SANTO,MOTONETA,93757
2015,ESPIRITO SANTO,ONIBUS,14594
2015,ESPIRITO SANTO,UTILITARIO,13286
2015,GOIAS,AUTOMOVEL,1639510
2015,GOIAS,CAMINHAO,104047
2015,GOIAS,CAMINHAO TRATOR,28056
2015,GOIAS,CAMINHONETE,320953
2015,GOIAS,CAMIONETA,74239
2015,GOIAS,MICROONIBUS,8823
2015,GOIAS,MOTOCICLETA,793728
2015,GOIAS,MOTONETA,244421
2015,GOIAS,ONIBUS,20685
2015,GOIAS,UTILITARIO,17668
2015,MARANHAO,AUTOMOVEL,372853
2015,MARANHAO,CAMINHAO,36437
2015,MARANHAO,CAMINHAO TRATOR,3693
2015,MARANHAO,CAMINHONETE,90881
2015,MARANHAO,CAMIONETA,25290
2015,MARANHAO,MICROONIBUS,4374
2015,MARANHAO,MOTOCICLETA,714304
2015,MARANHAO,MOTONETA,118302
2015,MARANHAO,ONIBUS,7826
2015,MARANHAO,UTILITARIO,7016
2015,MATO GROSSO,AUTOMOVEL,604210
2015,MATO GROSSO,CAMINHAO,63530
2015,MATO GROSSO,CAMINHAO TRATOR,29286
2015,MATO GROSSO,CAMINHONETE,180497
2015,MATO GROSSO,CAMIONETA,33963
2015,MATO GROSSO,MICROONIBUS,3140
2015,MATO GROSSO,MOTOCICLETA,542169
2015,MATO GROSSO,MOTONETA,185677
2015,MATO GROSSO,ONIBUS,10637
2015,MATO GROSSO,UTILITARIO,10294
2015,MATO GROSSO DO SUL,AUTOMOVEL,637279
2015,MATO GROSSO DO SUL,CAMINHAO,47113
2015,MATO GROSSO DO SUL,CAMINHAO TRATOR,14985
2015,MATO GROSSO DO SUL,CAMINHONETE,139048
2015,MATO GROSSO DO SUL,CAMIONETA,26903
2015,MATO GROSSO DO SUL,MICROONIBUS,3370
2015,MATO GROSSO DO SUL,MOTOCICLETA,333637
2015,MATO GROSSO DO SUL,MOTONETA,98008
2015,MATO GROSSO DO SUL,ONIBUS,8884
2015,MATO GROSSO DO SUL,UTILITARIO,8645
2015,MINAS GERAIS,AUTOMOVEL,5297454
2015,MINAS GERAIS,CAMINHAO,312466
2015,MINAS GERAIS,CAMINHAO TRATOR,63803
2015,MINAS GERAIS,CAMINHONETE,780574
2015,MINAS GERAIS,CAMIONETA,244680
2015,MINAS GERAIS,MICROONIBUS,42366
2015,MINAS GERAIS,MOTOCICLETA,2251966
2015,MINAS GERAIS,MOTONETA,252864
2015,MINAS GERAIS,ONIBUS,70828
2015,MINAS GERAIS,UTILITARIO,45936
2015,PARA,AUTOMOVEL,507188
2015,PARA,CAMINHAO,54654
2015,PARA,CAMINHAO TRATOR,7255
2015,PARA,CAMINHONETE,115314
2015,PARA,CAMIONETA,36198
2015,PARA,MICROONIBUS,6238
2015,PARA,MOTOCICLETA,702424
2015,PARA,MOTONETA,156233
2015,PARA,ONIBUS,16566
2015,PARA,UTILITARIO,10640
2015,PARAIBA,AUTOMOVEL,451749
2015,PARAIBA,CAMINHAO,27413
2015,PARAIBA,CAMINHAO TRATOR,2643
2015,PARAIBA,CAMINHONETE,59832
2015,PARAIBA,CAMIONETA,33037
2015,PARAIBA,MICROONIBUS,4301
2015,PARAIBA,MOTOCICLETA,411427
2015,PARAIBA,MOTONETA,57949
2015,PARAIBA,ONIBUS,6909
2015,PARAIBA,UTILITARIO,6778
2015,PARANA,AUTOMOVEL,4012281
2015,PARANA,CAMINHAO,252390
2015,PARANA,CAMINHAO TRATOR,87529
2015,PARANA,CAMINHONETE,531301
2015,PARANA,CAMIONETA,246155
2015,PARANA,MICROONIBUS,20988
2015,PARANA,MOTOCICLETA,1049871
2015,PARANA,MOTONETA,263335
2015,PARANA,ONIBUS,38510
2015,PARANA,UTILITARIO,41216
2015,PERNAMBUCO,AUTOMOVEL,1185766
2015,PERNAMBUCO,CAMINHAO,88576
2015,PERNAMBUCO,CAMINHAO TRATOR,11437
2015,PERNAMBUCO,CAMINHONETE,141649
2015,PERNAMBUCO,CAMIONETA,93066
2015,PERNAMBUCO,MICROONIBUS,17280
2015,PERNAMBUCO,MOTOCICLETA,920238
2015,PERNAMBUCO,MOTONETA,92069
2015,PERNAMBUCO,ONIBUS,18921
2015,PERNAMBUCO,UTILITARIO,14501
2015,PIAUI,AUTOMOVEL,287823
2015,PIAUI,CAMINHAO,25255
2015,PIAUI,CAMINHAO TRATOR,2340
2015,PIAUI,CAMINHONETE,59539
2015,PIAUI,CAMIONETA,29571
2015,PIAUI,MICROONIBUS,2971
2015,PIAUI,MOTOCICLETA,470504
2015,PIAUI,MOTONETA,83098
2015,PIAUI,ONIBUS,6151
2015,PIAUI,UTILITARIO,4517
2015,RIO DE JANEIRO,AUTOMOVEL,4116128
2015,RIO DE JANEIRO,CAMINHAO,138977
2015,RIO DE JANEIRO,CAMINHAO TRATOR,16910
2015,RIO DE JANEIRO,CAMINHONETE,260107
2015,RIO DE JANEIRO,CAMIONETA,310526
2015,RIO DE JANEIRO,MICROONIBUS,37956
2015,RIO DE JANEIRO,MOTOCICLETA,834722
2015,RIO DE JANEIRO,MOTONETA,148358
2015,RIO DE JANEIRO,ONIBUS,46437
2015,RIO DE JANEIRO,UTILITARIO,44397
2015,RIO GRANDE DO NORTE,AUTOMOVEL,473922
2015,RIO GRANDE DO NORTE,CAMINHAO,29599
2015,RIO GRANDE DO NORTE,CAMINHAO TRATOR,2935
2015,RIO GRANDE DO NORTE,CAMINHONETE,64159
2015,RIO GRANDE DO NORTE,CAMIONETA,34082
2015,RIO GRANDE DO NORTE,MICROONIBUS,4620
2015,RIO GRANDE DO NORTE,MOTOCICLETA,378544
2015,RIO GRANDE DO NORTE,MOTONETA,51441
2015,RIO GRANDE DO NORTE,ONIBUS,6388
2015,RIO GRANDE DO NORTE,UTILITARIO,11207
2015,RIO GRANDE DO SUL,AUTOMOVEL,3861582
2015,RIO GRANDE DO SUL,CAMINHAO,213623
2015,RIO GRANDE DO SUL,CAMINHAO TRATOR,57412
2015,RIO GRANDE DO SUL,CAMINHONETE,406975
2015,RIO GRANDE DO SUL,CAMIONETA,258551
2015,RIO GRANDE DO SUL,MICROONIBUS,18998
2015,RIO GRANDE DO SUL,MOTOCICLETA,993908
2015,RIO GRANDE DO SUL,MOTONETA,174978
2015,RIO GRANDE DO SUL,ONIBUS,39203
2015,RIO GRANDE DO SUL,UTILITARIO,38524
2015,RONDONIA,AUTOMOVEL,237557
2015,RONDONIA,CAMINHAO,28597
2015,RONDONIA,CAMINHAO TRATOR,5755
2015,RONDONIA,CAMINHONETE,67541
2015,RONDONIA,CAMIONETA,18314
2015,RONDONIA,MICROONIBUS,1100
2015,RONDONIA,MOTOCICLETA,350351
2015,RONDONIA,MOTONETA,102756
2015,RONDONIA,ONIBUS,5252
2015,RONDONIA,UTILITARIO,2519
2015,RORAIMA,AUTOMOVEL,60604
2015,RORAIMA,CAMINHAO,4177
2015,RORAIMA,CAMINHAO TRATOR,587
2015,RORAIMA,CAMINHONETE,16771
2015,RORAIMA,CAMIONETA,8387
2015,RORAIMA,MICROONIBUS,629
2015,RORAIMA,MOTOCICLETA,71564
2015,RORAIMA,MOTONETA,17271
2015,RORAIMA,ONIBUS,930
2015,RORAIMA,UTILITARIO,934
2015,SANTA CATARINA,AUTOMOVEL,2593564
2015,SANTA CATARINA,CAMINHAO,142932
2015,SANTA CATARINA,CAMINHAO TRATOR,50634
2015,SANTA CATARINA,CAMINHONETE,250676
2015,SANTA CATARINA,CAMIONETA,214795
2015,SANTA CATARINA,MICROONIBUS,11420
2015,SANTA CATARINA,MOTOCICLETA,798221
2015,SANTA CATARINA,MOTONETA,249960
2015,SANTA CATARINA,ONIBUS,18087
2015,SANTA CATARINA,UTILITARIO,34852
2015,SAO PAULO,AUTOMOVEL,16579273
2015,SAO PAULO,CAMINHAO,647216
2015,SAO PAULO,CAMINHAO TRATOR,168994
2015,SAO PAULO,CAMINHONETE,1433235
2015,SAO PAULO,CAMIONETA,1274332
2015,SAO PAULO,MICROONIBUS,112207
2015,SAO PAULO,MOTOCICLETA,4166256
2015,SAO PAULO,MOTONETA,773927
2015,SAO PAULO,ONIBUS,153836
2015,SAO PAULO,UTILITARIO,184904
2015,SERGIPE,AUTOMOVEL,289351
2015,SERGIPE,CAMINHAO,20324
2015,SERGIPE,CAMINHAO TRATOR,2254
2015,SERGIPE,CAMINHONETE,36767
2015,SERGIPE,CAMIONETA,12048
2015,SERGIPE,MICROONIBUS,3351
2015,SERGIPE,MOTOCICLETA,213154
2015,SERGIPE,MOTONETA,36781
2015,SERGIPE,ONIBUS,6302
2015,SERGIPE,UTILITARIO,3465
2015,Sem Informação,AUTOMOVEL,338088
2015,Sem Informação,CAMINHAO,33570
2015,Sem Informação,CAMINHAO TRATOR,4137
2015,Sem Informação,CAMINHONETE,53071
2015,Sem Informação,CAMIONETA,52412
2015,Sem Informação,MICROONIBUS,2807
2015,Sem Informação,MOTOCICLETA,689649
2015,Sem Informação,MOTONETA,230601
2015,Sem Informação,ONIBUS,4134
2015,Sem Informação,UTILITARIO,6733
2015,TOCANTINS,AUTOMOVEL,179838
2015,TOCANTINS,CAMINHAO,21768
2015,TOCANTINS,CAMINHAO TRATOR,4510
2015,TOCANTINS,CAMINHONETE,46791
2015,TOCANTINS,CAMIONETA,17274
2015,TOCANTINS,MICROONIBUS,1516
2015,TOCANTINS,MOTOCICLETA,202889
2015,TOCANTINS,MOTONETA,82809
2015,TOCANTINS,ONIBUS,5119
2015,TOCANTINS,UTILITARIO,2602
2016,ACRE,AUTOMOVEL,78954
2016,ACRE,CAMINHAO,6867
2016,ACRE,CAMINHAO TRATOR,784
2016,ACRE,CAMINHONETE,21142
2016,ACRE,CAMIONETA,6189
2016,ACRE,MICROONIBUS,339
2016,ACRE,MOTOCICLETA,103581
2016,ACRE,MOTONETA,20934
2016,ACRE,ONIBUS,1039
2016,ACRE,UTILITARIO,1089
2016,ALAGOAS,AUTOMOVEL,319540
2016,ALAGOAS,CAMINHAO,20305
2016,ALAGOAS,CAMINHAO TRATOR,2346
2016,ALAGOAS,CAMINHONETE,42473
2016,ALAGOAS,CAMIONETA,23885
2016,ALAGOAS,MICROONIBUS,6134
2016,ALAGOAS,MOTOCICLETA,250884
2016,ALAGOAS,MOTONETA,35983
2016,ALAGOAS,ONIBUS,7050
2016,ALAGOAS,UTILITARIO,4864
2016,AMAPA,AUTOMOVEL,73736
2016,AMAPA,CAMINHAO,3949
2016,AMAPA,CAMINHAO TRATOR,323
2016,AMAPA,CAMINHONETE,17266
2016,AMAPA,CAMIONETA,6211
2016,AMAPA,MICROONIBUS,425
2016,AMAPA,MOTOCICLETA,59051
2016,AMAPA,MOTONETA,10598
2016,AMAPA,ONIBUS,1208
2016,AMAPA,UTILITARIO,811
2016,AMAZONAS,AUTOMOVEL,363774
2016,AMAZONAS,CAMINHAO,19597
2016,AMAZONAS,CAMINHAO TRATOR,3213
2016,AMAZONAS,CAMINHONETE,73190
2016,AMAZONAS,CAMIONETA,34365
2016,AMAZONAS,MICROONIBUS,3509
2016,AMAZONAS,MOTOCICLETA,227583
2016,AMAZONAS,MOTONETA,50992
2016,AMAZONAS,ONIBUS,8734
2016,AMAZONAS,UTILITARIO,4790
2016,BAHIA,AUTOMOVEL,1649427
2016,BAHIA,CAMINHAO,113532
2016,BAHIA,CAMINHAO TRATOR,20261
2016,BAHIA,CAMINHONETE,296578
2016,BAHIA,CAMIONETA,112345
2016,BAHIA,MICROONIBUS,27242
2016,BAHIA,MOTOCICLETA,1182475
2016,BAHIA,MOTONETA,172094
2016,BAHIA,ONIBUS,37974
2016,BAHIA,UTILITARIO,23461
2016,CEARA,AUTOMOVEL,1029820
2016,CEARA,CAMINHAO,68798
2016,CEARA,CAMINHAO TRATOR,8032
2016,CEARA,CAMINHONETE,153230
2016,CEARA,CAMIONETA,76612
2016,CEARA,MICROONIBUS,11611
2016,CEARA,MOTOCICLETA,1250768
2016,CEARA,MOTONETA,146644
2016,CEARA,ONIBUS,16039
2016,CEARA,UTILITARIO,25338
2016,DISTRITO FEDERAL,AUTOMOVEL,1191791
2016,DISTRITO FEDERAL,CAMINHAO,23226
2016,DISTRITO FEDERAL,CAMINHAO TRATOR,3198
2016,DISTRITO FEDERAL,CAMINHONETE,102224
2016,DISTRITO FEDERAL,CAMIONETA,87127
2016,DISTRITO FEDERAL,MICROONIBUS,5403
2016,DISTRITO FEDERAL,MOTOCICLETA,174090
2016,DISTRITO FEDERAL,MOTONETA,17505
2016,DISTRITO FEDERAL,ONIBUS,12029
2016,DISTRITO FEDERAL,UTILITARIO,21411
2016,ESPIRITO SANTO,AUTOMOVEL,877975
2016,ESPIRITO SANTO,CAMINHAO,69592
2016,ESPIRITO SANTO,CAMINHAO TRATOR,17720
2016,ESPIRITO SANTO,CAMINHONETE,133573
2016,ESPIRITO SANTO,CAMIONETA,76526
2016,ESPIRITO SANTO,MICROONIBUS,7746
2016,ESPIRITO SANTO,MOTOCICLETA,414720
2016,ESPIRITO SANTO,MOTONETA,98115
2016,ESPIRITO SANTO,ONIBUS,14431
2016,ESPIRITO SANTO,UTILITARIO,15124
2016,GOIAS,AUTOMOVEL,1697507
2016,GOIAS,CAMINHAO,106101
2016,GOIAS,CAMINHAO TRATOR,29065
2016,GOIAS,CAMINHONETE,332135
2016,GOIAS,CAMIONETA,79260
2016,GOIAS,MICROONIBUS,9138
2016,GOIAS,MOTOCICLETA,820091
2016,GOIAS,MOTONETA,256106
2016,GOIAS,ONIBUS,21552
2016,GOIAS,UTILITARIO,19851
2016,MARANHAO,AUTOMOVEL,390442
2016,MARANHAO,CAMINHAO,38084
2016,MARANHAO,CAMINHAO TRATOR,4093
2016,MARANHAO,CAMINHONETE,97264
2016,MARANHAO,CAMIONETA,26530
2016,MARANHAO,MICROONIBUS,4605
2016,MARANHAO,MOTOCICLETA,768315
2016,MARANHAO,MOTONETA,129578
2016,MARANHAO,ONIBUS,8220
2016,MARANHAO,UTILITARIO,7837
2016,MATO GROSSO,AUTOMOVEL,633719
2016,MATO GROSSO,CAMINHAO,65260
2016,MATO GROSSO,CAMINHAO TRATOR,30186
2016,MATO GROSSO,CAMINHONETE,189414
2016,MATO GROSSO,CAMIONETA,36246
2016,MATO GROSSO,MICROONIBUS,3251
2016,MATO GROSSO,MOTOCICLETA,565276
2016,MATO GROSSO,MOTONETA,197382
2016,MATO GROSSO,ONIBUS,10948
2016,MATO GROSSO,UTILITARIO,11518
2016,MATO GROSSO DO SUL,AUTOMOVEL,664008
2016,MATO GROSSO DO SUL,CAMINHAO,48072
2016,MATO GROSSO DO SUL,CAMINHAO TRATOR,15705
2016,MATO GROSSO DO SUL,CAMINHONETE,146209
2016,MATO GROSSO DO SUL,CAMIONETA,28930
2016,MATO GROSSO DO SUL,MICROONIBUS,3510
2016,MATO GROSSO DO SUL,MOTOCICLETA,344050
2016,MATO GROSSO DO SUL,MOTONETA,102067
2016,MATO GROSSO DO SUL,ONIBUS,9076
2016,MATO GROSSO DO SUL,UTILITARIO,9844
2016,MINAS GERAIS,AUTOMOVEL,5507134
2016,MINAS GERAIS,CAMINHAO,318185
2016,MINAS GERAIS,CAMINHAO TRATOR,65594
2016,MINAS GERAIS,CAMINHONETE,820820
2016,MINAS GERAIS,CAMIONETA,260006
2016,MINAS GERAIS,MICROONIBUS,43731
2016,MINAS GERAIS,MOTOCICLETA,2334128
2016,MINAS GERAIS,MOTONETA,265107
2016,MINAS GERAIS,ONIBUS,71827
2016,MINAS GERAIS,UTILITARIO,52544
2016,PARA,AUTOMOVEL,534186
2016,PARA,CAMINHAO,57076
2016,PARA,CAMINHAO TRATOR,7635
2016,PARA,CAMINHONETE,124009
2016,PARA,CAMIONETA,38081
2016,PARA,MICROONIBUS,6380
2016,PARA,MOTOCICLETA,765834
2016,PARA,MOTONETA,169428
2016,PARA,ONIBUS,17358
2016,PARA,UTILITARIO,11532
2016,PARAIBA,AUTOMOVEL,473597
2016,PARAIBA,CAMINHAO,28084
2016,PARAIBA,CAMINHAO TRATOR,2700
2016,PARAIBA,CAMINHONETE,63894
2016,PARAIBA,CAMIONETA,34432
2016,PARAIBA,MICROONIBUS,4461
2016,PARAIBA,MOTOCICLETA,437296
2016,PARAIBA,MOTONETA,61104
2016,PARAIBA,ONIBUS,7063
2016,PARAIBA,UTILITARIO,7624
2016,PARANA,AUTOMOVEL,4124458
2016,PARANA,CAMINHAO,257046
2016,PARANA,CAMINHAO TRATOR,89340
2016,PARANA,CAMINHONETE,559156
2016,PARANA,CAMIONETA,252592
2016,PARANA,MICROONIBUS,22025
2016,PARANA,MOTOCICLETA,1077115
2016,PARANA,MOTONETA,271454
2016,PARANA,ONIBUS,39815
2016,PARANA,UTILITARIO,45833
2016,PERNAMBUCO,AUTOMOVEL,1224117
2016,PERNAMBUCO,CAMINHAO,90317
2016,PERNAMBUCO,CAMINHAO TRATOR,11798
2016,PERNAMBUCO,CAMINHONETE,148358
2016,PERNAMBUCO,CAMIONETA,96006
2016,PERNAMBUCO,MICROONIBUS,17959
2016,PERNAMBUCO,MOTOCICLETA,960494
2016,PERNAMBUCO,MOTONETA,96281
2016,PERNAMBUCO,ONIBUS,19062
2016,PERNAMBUCO,UTILITARIO,16078
2016,PIAUI,AUTOMOVEL,307436
2016,PIAUI,CAMINHAO,26655
2016,PIAUI,CAMINHAO TRATOR,2461
2016,PIAUI,CAMINHONETE,65665
2016,PIAUI,CAMIONETA,30358
2016,PIAUI,MICROONIBUS,3200
2016,PIAUI,MOTOCICLETA,501619
2016,PIAUI,MOTONETA,88896
2016,PIAUI,ONIBUS,6473
2016,PIAUI,UTILITARIO,5336
2016,RIO DE JANEIRO,AUTOMOVEL,4244586
2016,RIO DE JANEIRO,CAMINHAO,141321
2016,RIO DE JANEIRO,CAMINHAO TRATOR,17372
2016,RIO DE JANEIRO,CAMINHONETE,274152
2016,RIO DE JANEIRO,CAMIONETA,322724
2016,RIO DE JANEIRO,MICROONIBUS,38721
2016,RIO DE JANEIRO,MOTOCICLETA,874898
2016,RIO DE JANEIRO,MOTONETA,154969
2016,RIO DE JANEIRO,ONIBUS,47136
2016,RIO DE JANEIRO,UTILITARIO,49239
2016,RIO GRANDE DO NORTE,AUTOMOVEL,497811
2016,RIO GRANDE DO NORTE,CAMINHAO,30707
2016,RIO GRANDE DO NORTE,CAMINHAO TRATOR,3089
2016,RIO GRANDE DO NORTE,CAMINHONETE,68529
2016,RIO GRANDE DO NORTE,CAMIONETA,35494
2016,RIO GRANDE DO NORTE,MICROONIBUS,4816
2016,RIO GRANDE DO NORTE,MOTOCICLETA,398354
2016,RIO GRANDE DO NORTE,MOTONETA,54261
2016,RIO GRANDE DO NORTE,ONIBUS,6620
2016,RIO GRANDE DO NORTE,UTILITARIO,12325
2016,RIO GRANDE DO SUL,AUTOMOVEL,3983061
2016,RIO GRANDE DO SUL,CAMINHAO,217276
2016,RIO GRANDE DO SUL,CAMINHAO TRATOR,58457
2016,RIO GRANDE DO SUL,CAMINHONETE,431979
2016,RIO GRANDE DO SUL,CAMIONETA,271395
2016,RIO GRANDE DO SUL,MICROONIBUS,19398
2016,RIO GRANDE DO SUL,MOTOCICLETA,1017755
2016,RIO GRANDE DO SUL,MOTONETA,179396
2016,RIO GRANDE DO SUL,ONIBUS,40158
2016,RIO GRANDE DO SUL,UTILITARIO,43715
2016,RONDONIA,AUTOMOVEL,250203
2016,RONDONIA,CAMINHAO,29505
2016,RONDONIA,CAMINHAO TRATOR,6107
2016,RONDONIA,CAMINHONETE,72970
2016,RONDONIA,CAMIONETA,18590
2016,RONDONIA,MICROONIBUS,1156
2016,RONDONIA,MOTOCICLETA,365428
2016,RONDONIA,MOTONETA,108456
2016,RONDONIA,ONIBUS,5618
2016,RONDONIA,UTILITARIO,2758
2016,RORAIMA,AUTOMOVEL,64740
2016,RORAIMA,CAMINHAO,4413
2016,RORAIMA,CAMINHAO TRATOR,659
2016,RORAIMA,CAMINHONETE,18230
2016,RORAIMA,CAMIONETA,8525
2016,RORAIMA,MICROONIBUS,655
2016,RORAIMA,MOTOCICLETA,74621
2016,RORAIMA,MOTONETA,18241
2016,RORAIMA,ONIBUS,996
2016,RORAIMA,UTILITARIO,1012
2016,SANTA CATARINA,AUTOMOVEL,2679308
2016,SANTA CATARINA,CAMINHAO,144739
2016,SANTA CATARINA,CAMINHAO TRATOR,50816
2016,SANTA CATARINA,CAMINHONETE,269128
2016,SANTA CATARINA,CAMIONETA,226006
2016,SANTA CATARINA,MICROONIBUS,11663
2016,SANTA CATARINA,MOTOCICLETA,818514
2016,SANTA CATARINA,MOTONETA,256810
2016,SANTA CATARINA,ONIBUS,18358
2016,SANTA CATARINA,UTILITARIO,40789
2016,SAO PAULO,AUTOMOVEL,17026640
2016,SAO PAULO,CAMINHAO,652665
2016,SAO PAULO,CAMINHAO TRATOR,171784
2016,SAO PAULO,CAMINHONETE,1501089
2016,SAO PAULO,CAMIONETA,1321274
2016,SAO PAULO,MICROONIBUS,114374
2016,SAO PAULO,MOTOCICLETA,4288022
2016,SAO PAULO,MOTONETA,810907
2016,SAO PAULO,ONIBUS,155726
2016,SAO PAULO,UTILITARIO,207875
2016,SERGIPE,AUTOMOVEL,301677
2016,SERGIPE,CAMINHAO,20648
2016,SERGIPE,CAMINHAO TRATOR,2378
2016,SERGIPE,CAMINHONETE,38865
2016,SERGIPE,CAMIONETA,13107
2016,SERGIPE,MICROONIBUS,3436
2016,SERGIPE,MOTOCICLETA,225939
2016,SERGIPE,MOTONETA,38760
2016,SERGIPE,ONIBUS,6519
2016,SERGIPE,UTILITARIO,3726
2016,Sem Informação,AUTOMOVEL,266888
2016,Sem Informação,CAMINHAO,26300
2016,Sem Informação,CAMINHAO TRATOR,3567
2016,Sem Informação,CAMINHONETE,43014
2016,Sem Informação,CAMIONETA,47689
2016,Sem Informação,MICROONIBUS,1786
2016,Sem Informação,MOTOCICLETA,654129
2016,Sem Informação,MOTONETA,206558
2016,Sem Informação,ONIBUS,3783
2016,Sem Informação,UTILITARIO,5991
2016,TOCANTINS,AUTOMOVEL,189860
2016,TOCANTINS,CAMINHAO,22139
2016,TOCANTINS,CAMINHAO TRATOR,4683
2016,TOCANTINS,CAMINHONETE,50294
2016,TOCANTINS,CAMIONETA,17490
2016,TOCANTINS,MICROONIBUS,1534
2016,TOCANTINS,MOTOCICLETA,213950
2016,TOCANTINS,MOTONETA,87509
2016,TOCANTINS,ONIBUS,5319
2016,TOCANTINS,UTILITARIO,2834
2017,ACRE,AUTOMOVEL,81695
2017,ACRE,CAMINHAO,6966
