ano,uf,tipo,qtde
2017,ACRE,CAMINHAO TRATOR,818
2017,ACRE,CAMINHONETE,22457
2017,ACRE,CAMIONETA,6202
2017,ACRE,MICROONIBUS,349
2017,ACRE,MOTOCICLETA,108964
2017,ACRE,MOTONETA,22253
2017,ACRE,ONIBUS,1110
2017,ACRE,UTILITARIO,1171
2017,ALAGOAS,AUTOMOVEL,333175
2017,ALAGOAS,CAMINHAO,20622
2017,ALAGOAS,CAMINHAO TRATOR,2410
2017,ALAGOAS,CAMINHONETE,44908
2017,ALAGOAS,CAMIONETA,24640
2017,ALAGOAS,MICROONIBUS,6339
2017,ALAGOAS,MOTOCICLETA,265956
2017,ALAGOAS,MOTONETA,37536
2017,ALAGOAS,ONIBUS,7256
2017,ALAGOAS,UTILITARIO,5230
2017,AMAPA,AUTOMOVEL,75248
2017,AMAPA,CAMINHAO,3910
2017,AMAPA,CAMINHAO TRATOR,334
2017,AMAPA,CAMINHONETE,17980
2017,AMAPA,CAMIONETA,6274
2017,AMAPA,MICROONIBUS,434
2017,AMAPA,MOTOCICLETA,61402
2017,AMAPA,MOTONETA,11035
2017,AMAPA,ONIBUS,1220
2017,AMAPA,UTILITARIO,835
2017,AMAZONAS,AUTOMOVEL,371232
2017,AMAZONAS,CAMINHAO,19561
2017,AMAZONAS,CAMINHAO TRATOR,3247
2017,AMAZONAS,CAMINHONETE,75155
2017,AMAZONAS,CAMIONETA,34346
2017,AMAZONAS,MICROONIBUS,3546
2017,AMAZONAS,MOTOCICLETA,238526
2017,AMAZONAS,MOTONETA,53016
2017,AMAZONAS,ONIBUS,8771
2017,AMAZONAS,UTILITARIO,4907
2017,BAHIA,AUTOMOVEL,1717286
2017,BAHIA,CAMINHAO,115141
2017,BAHIA,CAMINHAO TRATOR,20275
2017,BAHIA,CAMINHONETE,314107
2017,BAHIA,CAMIONETA,118181
2017,BAHIA,MICROONIBUS,28335
2017,BAHIA,MOTOCICLETA,1226270
2017,BAHIA,MOTONETA,179486
2017,BAHIA,ONIBUS,38664
2017,BAHIA,UTILITARIO,25634
2017,CEARA,AUTOMOVEL,1070294
2017,CEARA,CAMINHAO,70733
2017,CEARA,CAMINHAO TRATOR,8340
2017,CEARA,CAMINHONETE,161258
2017,CEARA,CAMIONETA,77975
2017,CEARA,MICROONIBUS,12043
2017,CEARA,MOTOCICLETA,1302460
2017,CEARA,MOTONETA,154329
2017,CEARA,ONIBUS,16700
2017,CEARA,UTILITARIO,27638
2017,DISTRITO FEDERAL,AUTOMOVEL,1222524
2017,DISTRITO FEDERAL,CAMINHAO,23427
2017,DISTRITO FEDERAL,CAMINHAO TRATOR,3232
2017,DISTRITO FEDERAL,CAMINHONETE,106953
2017,DISTRITO FEDERAL,CAMIONETA,91367
2017,DISTRITO FEDERAL,MICROONIBUS,5595
2017,DISTRITO FEDERAL,MOTOCICLETA,179162
2017,DISTRITO FEDERAL,MOTONETA,18080
2017,DISTRITO FEDERAL,ONIBUS,12166
2017,DISTRITO FEDERAL,UTILITARIO,23471
2017,ESPIRITO SANTO,AUTOMOVEL,902579
2017,ESPIRITO SANTO,CAMINHAO,70712
2017,ESPIRITO SANTO,CAMINHAO TRATOR,17518
2017,ESPIRITO SANTO,CAMINHONETE,140697
2017,ESPIRITO SANTO,CAMIONETA,77921
2017,ESPIRITO SANTO,MICROONIBUS,7878
2017,ESPIRITO SANTO,MOTOCICLETA,426362
2017,ESPIRITO SANTO,MOTONETA,101749
2017,ESPIRITO SANTO,ONIBUS,14424
2017,ESPIRITO SANTO,UTILITARIO,16875
2017,GOIAS,AUTOMOVEL,1745924
2017,GOIAS,CAMINHAO,107069
2017,GOIAS,CAMINHAO TRATOR,29661
2017,GOIAS,CAMINHONETE,341724
2017,GOIAS,CAMIONETA,83084
2017,GOIAS,MICROONIBUS,9445
2017,GOIAS,MOTOCICLETA,841747
2017,GOIAS,MOTONETA,264977
2017,GOIAS,ONIBUS,22120
2017,GOIAS,UTILITARIO,21654
2017,MARANHAO,AUTOMOVEL,405799
2017,MARANHAO,CAMINHAO,39265
2017,MARANHAO,CAMINHAO TRATOR,4308
2017,MARANHAO,CAMINHONETE,103268
2017,MARANHAO,CAMIONETA,27602
2017,MARANHAO,MICROONIBUS,4734
2017,MARANHAO,MOTOCICLETA,810752
2017,MARANHAO,MOTONETA,137976
2017,MARANHAO,ONIBUS,8656
2017,MARANHAO,UTILITARIO,8739
2017,MATO GROSSO,AUTOMOVEL,663888
2017,MATO GROSSO,CAMINHAO,67437
2017,MATO GROSSO,CAMINHAO TRATOR,31280
2017,MATO GROSSO,CAMINHONETE,200863
2017,MATO GROSSO,CAMIONETA,38938
2017,MATO GROSSO,MICROONIBUS,3366
2017,MATO GROSSO,MOTOCICLETA,587062
2017,MATO GROSSO,MOTONETA,208411
2017,MATO GROSSO,ONIBUS,11307
2017,MATO GROSSO,UTILITARIO,13123
2017,MATO GROSSO DO SUL,AUTOMOVEL,689318
2017,MATO GROSSO DO SUL,CAMINHAO,49521
2017,MATO GROSSO DO SUL,CAMINHAO TRATOR,16446
2017,MATO GROSSO DO SUL,CAMINHONETE,153477
2017,MATO GROSSO DO SUL,CAMIONETA,30882
2017,MATO GROSSO DO SUL,MICROONIBUS,3630
2017,MATO GROSSO DO SUL,MOTOCICLETA,352508
2017,MATO GROSSO DO SUL,MOTONETA,105150
2017,MATO GROSSO DO SUL,ONIBUS,9434
2017,MATO GROSSO DO SUL,UTILITARIO,11116
2017,MINAS GERAIS,AUTOMOVEL,5742056
2017,MINAS GERAIS,CAMINHAO,323048
2017,MINAS GERAIS,CAMINHAO TRATOR,67468
2017,MINAS GERAIS,CAMINHONETE,865862
2017,MINAS GERAIS,CAMIONETA,279001
2017,MINAS GERAIS,MICROONIBUS,44882
2017,MINAS GERAIS,MOTOCICLETA,2402604
2017,MINAS GERAIS,MOTONETA,275357
2017,MINAS GERAIS,ONIBUS,73897
2017,MINAS GERAIS,UTILITARIO,59529
2017,PARA,AUTOMOVEL,557425
2017,PARA,CAMINHAO,58967
2017,PARA,CAMINHAO TRATOR,8042
2017,PARA,CAMINHONETE,132660
2017,PARA,CAMIONETA,39237
2017,PARA,MICROONIBUS,6532
2017,PARA,MOTOCICLETA,811762
2017,PARA,MOTONETA,178545
2017,PARA,ONIBUS,17783
2017,PARA,UTILITARIO,12280
2017,PARAIBA,AUTOMOVEL,493120
2017,PARAIBA,CAMINHAO,28516
2017,PARAIBA,CAMINHAO TRATOR,2701
2017,PARAIBA,CAMINHONETE,67726
2017,PARAIBA,CAMIONETA,35469
2017,PARAIBA,MICROONIBUS,4596
2017,PARAIBA,MOTOCICLETA,458850
2017,PARAIBA,MOTONETA,63551
2017,PARAIBA,ONIBUS,7205
2017,PARAIBA,UTILITARIO,8677
2017,PARANA,AUTOMOVEL,4218850
2017,PARANA,CAMINHAO,260727
2017,PARANA,CAMINHAO TRATOR,90987
2017,PARANA,CAMINHONETE,584059
2017,PARANA,CAMIONETA,259833
2017,PARANA,MICROONIBUS,22128
2017,PARANA,MOTOCICLETA,1102087
2017,PARANA,MOTONETA,278855
2017,PARANA,ONIBUS,40710
2017,PARANA,UTILITARIO,50919
2017,PERNAMBUCO,AUTOMOVEL,1258191
2017,PERNAMBUCO,CAMINHAO,91040
2017,PERNAMBUCO,CAMINHAO TRATOR,12095
2017,PERNAMBUCO,CAMINHONETE,154622
2017,PERNAMBUCO,CAMIONETA,98458
2017,PERNAMBUCO,MICROONIBUS,18349
2017,PERNAMBUCO,MOTOCICLETA,990976
2017,PERNAMBUCO,MOTONETA,99706
2017,PERNAMBUCO,ONIBUS,19380
2017,PERNAMBUCO,UTILITARIO,17600
2017,PIAUI,AUTOMOVEL,326201
2017,PIAUI,CAMINHAO,27783
2017,PIAUI,CAMINHAO TRATOR,2534
2017,PIAUI,CAMINHONETE,71570
2017,PIAUI,CAMIONETA,30834
2017,PIAUI,MICROONIBUS,3500
2017,PIAUI,MOTOCICLETA,525991
2017,PIAUI,MOTONETA,93067
2017,PIAUI,ONIBUS,6920
2017,PIAUI,UTILITARIO,6102
2017,RIO DE JANEIRO,AUTOMOVEL,4347415
2017,RIO DE JANEIRO,CAMINHAO,142197
2017,RIO DE JANEIRO,CAMINHAO TRATOR,17601
2017,RIO DE JANEIRO,CAMINHONETE,286423
2017,RIO DE JANEIRO,CAMIONETA,330467
2017,RIO DE JANEIRO,MICROONIBUS,38385
2017,RIO DE JANEIRO,MOTOCICLETA,904038
2017,RIO DE JANEIRO,MOTONETA,160335
2017,RIO DE JANEIRO,ONIBUS,46449
2017,RIO DE JANEIRO,UTILITARIO,52495
2017,RIO GRANDE DO NORTE,AUTOMOVEL,519343
2017,RIO GRANDE DO NORTE,CAMINHAO,31756
2017,RIO GRANDE DO NORTE,CAMINHAO TRATOR,3256
2017,RIO GRANDE DO NORTE,CAMINHONETE,72269
2017,RIO GRANDE DO NORTE,CAMIONETA,36710
2017,RIO GRANDE DO NORTE,MICROONIBUS,4942
2017,RIO GRANDE DO NORTE,MOTOCICLETA,415387
2017,RIO GRANDE DO NORTE,MOTONETA,56838
2017,RIO GRANDE DO NORTE,ONIBUS,6781
2017,RIO GRANDE DO NORTE,UTILITARIO,13472
2017,RIO GRANDE DO SUL,AUTOMOVEL,4091744
2017,RIO GRANDE DO SUL,CAMINHAO,220706
2017,RIO GRANDE DO SUL,CAMINHAO TRATOR,59350
2017,RIO GRANDE DO SUL,CAMINHONETE,456125
2017,RIO GRANDE DO SUL,CAMIONETA,283079
2017,RIO GRANDE DO SUL,MICROONIBUS,19770
2017,RIO GRANDE DO SUL,MOTOCICLETA,1036663
2017,RIO GRANDE DO SUL,MOTONETA,183026
2017,RIO GRANDE DO SUL,ONIBUS,40459
2017,RIO GRANDE DO SUL,UTILITARIO,48905
2017,RONDONIA,AUTOMOVEL,260475
2017,RONDONIA,CAMINHAO,30090
2017,RONDONIA,CAMINHAO TRATOR,6346
2017,RONDONIA,CAMINHONETE,78173
2017,RONDONIA,CAMIONETA,18838
2017,RONDONIA,MICROONIBUS,1177
2017,RONDONIA,MOTOCICLETA,377734
2017,RONDONIA,MOTONETA,112935
2017,RONDONIA,ONIBUS,5856
2017,RONDONIA,UTILITARIO,3112
2017,RORAIMA,AUTOMOVEL,68102
2017,RORAIMA,CAMINHAO,4633
2017,RORAIMA,CAMINHAO TRATOR,733
2017,RORAIMA,CAMINHONETE,20256
2017,RORAIMA,CAMIONETA,8683
2017,RORAIMA,MICROONIBUS,678
2017,RORAIMA,MOTOCICLETA,77230
2017,RORAIMA,MOTONETA,18963
2017,RORAIMA,ONIBUS,1034
2017,RORAIMA,UTILITARIO,1097
2017,SANTA CATARINA,AUTOMOVEL,2761622
2017,SANTA CATARINA,CAMINHAO,146451
2017,SANTA CATARINA,CAMINHAO TRATOR,51179
2017,SANTA CATARINA,CAMINHONETE,289740
2017,SANTA CATARINA,CAMIONETA,236024
2017,SANTA CATARINA,MICROONIBUS,11903
2017,SANTA CATARINA,MOTOCICLETA,835676
2017,SANTA CATARINA,MOTONETA,262083
2017,SANTA CATARINA,ONIBUS,18695
2017,SANTA CATARINA,UTILITARIO,47166
2017,SAO PAULO,AUTOMOVEL,17452918
2017,SAO PAULO,CAMINHAO,656420
2017,SAO PAULO,CAMINHAO TRATOR,174253
2017,SAO PAULO,CAMINHONETE,1574852
2017,SAO PAULO,CAMIONETA,1363059
2017,SAO PAULO,MICROONIBUS,115380
2017,SAO PAULO,MOTOCICLETA,4398722
2017,SAO PAULO,MOTONETA,843605
2017,SAO PAULO,ONIBUS,157313
2017,SAO PAULO,UTILITARIO,230674
2017,SERGIPE,AUTOMOVEL,311690
2017,SERGIPE,CAMINHAO,20697
2017,SERGIPE,CAMINHAO TRATOR,2449
2017,SERGIPE,CAMINHONETE,40671
2017,SERGIPE,CAMIONETA,13963
2017,SERGIPE,MICROONIBUS,3446
2017,SERGIPE,MOTOCICLETA,236688
2017,SERGIPE,MOTONETA,40364
2017,SERGIPE,ONIBUS,6776
2017,SERGIPE,UTILITARIO,4006
2017,Sem Informação,AUTOMOVEL,253106
2017,Sem Informação,CAMINHAO,24639
2017,Sem Informação,CAMINHAO TRATOR,3207
2017,Sem Informação,CAMINHONETE,38515
2017,Sem Informação,CAMIONETA,42505
2017,Sem Informação,MICROONIBUS,1648
2017,Sem Informação,MOTOCICLETA,628505
2017,Sem Informação,MOTONETA,199972
2017,Sem Informação,ONIBUS,3715
2017,Sem Informação,UTILITARIO,6981
2017,TOCANTINS,AUTOMOVEL,197824
2017,TOCANTINS,CAMINHAO,22007
2017,TOCANTINS,CAMINHAO TRATOR,4787
2017,TOCANTINS,CAMINHONETE,52858
2017,TOCANTINS,CAMIONETA,17737
2017,TOCANTINS,MICROONIBUS,1530
2017,TOCANTINS,MOTOCICLETA,222040
2017,TOCANTINS,MOTONETA,90691
2017,TOCANTINS,ONIBUS,5371
2017,TOCANTINS,UTILITARIO,3149
2018,ACRE,AUTOMOVEL,84951
2018,ACRE,CAMINHAO,7126
2018,ACRE,CAMINHAO TRATOR,879
2018,ACRE,CAMINHONETE,23788
2018,ACRE,CAMIONETA,6248
2018,ACRE,MICROONIBUS,356
2018,ACRE,MOTOCICLETA,115034
2018,ACRE,MOTONETA,24028
2018,ACRE,ONIBUS,1146
2018,ACRE,UTILITARIO,1266
2018,ALAGOAS,AUTOMOVEL,348243
2018,ALAGOAS,CAMINHAO,21062
2018,ALAGOAS,CAMINHAO TRATOR,2488
2018,ALAGOAS,CAMINHONETE,47733
2018,ALAGOAS,CAMIONETA,25425
2018,ALAGOAS,MICROONIBUS,6514
2018,ALAGOAS,MOTOCICLETA,280348
2018,ALAGOAS,MOTONETA,39250
2018,ALAGOAS,ONIBUS,7556
2018,ALAGOAS,UTILITARIO,5673
2018,AMAPA,AUTOMOVEL,78236
2018,AMAPA,CAMINHAO,3980
2018,AMAPA,CAMINHAO TRATOR,383
2018,AMAPA,CAMINHONETE,19099
2018,AMAPA,CAMIONETA,6432
2018,AMAPA,MICROONIBUS,426
2018,AMAPA,MOTOCICLETA,64049
2018,AMAPA,MOTONETA,11596
2018,AMAPA,ONIBUS,1244
2018,AMAPA,UTILITARIO,928
2018,AMAZONAS,AUTOMOVEL,385606
2018,AMAZONAS,CAMINHAO,19567
2018,AMAZONAS,CAMINHAO TRATOR,3293
2018,AMAZONAS,CAMINHONETE,77449
2018,AMAZONAS,CAMIONETA,34401
2018,AMAZONAS,MICROONIBUS,3518
2018,AMAZONAS,MOTOCICLETA,250542
2018,AMAZONAS,MOTONETA,55853
2018,AMAZONAS,ONIBUS,8846
2018,AMAZONAS,UTILITARIO,5062
2018,BAHIA,AUTOMOVEL,1789610
2018,BAHIA,CAMINHAO,116691
2018,BAHIA,CAMINHAO TRATOR,20737
2018,BAHIA,CAMINHONETE,333009
2018,BAHIA,CAMIONETA,125344
2018,BAHIA,MICROONIBUS,29206
2018,BAHIA,MOTOCICLETA,1268280
2018,BAHIA,MOTONETA,187929
2018,BAHIA,ONIBUS,39332
2018,BAHIA,UTILITARIO,28302
2018,CEARA,AUTOMOVEL,1113173
2018,CEARA,CAMINHAO,72460
2018,CEARA,CAMINHAO TRATOR,8762
2018,CEARA,CAMINHONETE,183982
2018,CEARA,CAMIONETA,66114
2018,CEARA,MICROONIBUS,12399
2018,CEARA,MOTOCICLETA,1349179
2018,CEARA,MOTONETA,161851
2018,CEARA,ONIBUS,17425
2018,CEARA,UTILITARIO,30985
2018,DISTRITO FEDERAL,AUTOMOVEL,1258052
2018,DISTRITO FEDERAL,CAMINHAO,23632
2018,DISTRITO FEDERAL,CAMINHAO TRATOR,3308
2018,DISTRITO FEDERAL,CAMINHONETE,112032
2018,DISTRITO FEDERAL,CAMIONETA,96119
2018,DISTRITO FEDERAL,MICROONIBUS,5765
2018,DISTRITO FEDERAL,MOTOCICLETA,185617
2018,DISTRITO FEDERAL,MOTONETA,19050
2018,DISTRITO FEDERAL,ONIBUS,12388
2018,DISTRITO FEDERAL,UTILITARIO,25870
2018,ESPIRITO SANTO,AUTOMOVEL,931877
2018,ESPIRITO SANTO,CAMINHAO,72072
2018,ESPIRITO SANTO,CAMINHAO TRATOR,18031
2018,ESPIRITO SANTO,CAMINHONETE,148748
2018,ESPIRITO SANTO,CAMIONETA,80201
2018,ESPIRITO SANTO,MICROONIBUS,8060
2018,ESPIRITO SANTO,MOTOCICLETA,437203
2018,ESPIRITO SANTO,MOTONETA,105478
2018,ESPIRITO SANTO,ONIBUS,14530
2018,ESPIRITO SANTO,UTILITARIO,18666
2018,GOIAS,AUTOMOVEL,1804528
2018,GOIAS,CAMINHAO,109294
2018,GOIAS,CAMINHAO TRATOR,30528
2018,GOIAS,CAMINHONETE,356409
2018,GOIAS,CAMIONETA,88837
2018,GOIAS,MICROONIBUS,9779
2018,GOIAS,MOTOCICLETA,863528
2018,GOIAS,MOTONETA,274071
2018,GOIAS,ONIBUS,22578
2018,GOIAS,UTILITARIO,23986
2018,MARANHAO,AUTOMOVEL,424960
2018,MARANHAO,CAMINHAO,40481
2018,MARANHAO,CAMINHAO TRATOR,4684
2018,MARANHAO,CAMINHONETE,109882
2018,MARANHAO,CAMIONETA,28754
2018,MARANHAO,MICROONIBUS,4883
2018,MARANHAO,MOTOCICLETA,847727
2018,MARANHAO,MOTONETA,145796
2018,MARANHAO,ONIBUS,8968
2018,MARANHAO,UTILITARIO,9773
2018,MATO GROSSO,AUTOMOVEL,697835
2018,MATO GROSSO,CAMINHAO,69804
2018,MATO GROSSO,CAMINHAO TRATOR,33649
2018,MATO GROSSO,CAMINHONETE,213907
2018,MATO GROSSO,CAMIONETA,41862
2018,MATO GROSSO,MICROONIBUS,3473
2018,MATO GROSSO,MOTOCICLETA,608616
2018,MATO GROSSO,MOTONETA,220341
2018,MATO GROSSO,ONIBUS,11685
2018,MATO GROSSO,UTILITARIO,14562
2018,MATO GROSSO DO SUL,AUTOMOVEL,717222
2018,MATO GROSSO DO SUL,CAMINHAO,51360
2018,MATO GROSSO DO SUL,CAMINHAO TRATOR,17480
2018,MATO GROSSO DO SUL,CAMINHONETE,161389
2018,MATO GROSSO DO SUL,CAMIONETA,33245
2018,MATO GROSSO DO SUL,MICROONIBUS,3767
2018,MATO GROSSO DO SUL,MOTOCICLETA,362557
2018,MATO GROSSO DO SUL,MOTONETA,108701
2018,MATO GROSSO DO SUL,ONIBUS,9677
2018,MATO GROSSO DO SUL,UTILITARIO,12370
2018,MINAS GERAIS,AUTOMOVEL,5987759
2018,MINAS GERAIS,CAMINHAO,328452
2018,MINAS GERAIS,CAMINHAO TRATOR,70215
2018,MINAS GERAIS,CAMINHONETE,918414
2018,MINAS GERAIS,CAMIONETA,298707
2018,MINAS GERAIS,MICROONIBUS,46113
2018,MINAS GERAIS,MOTOCICLETA,2472070
2018,MINAS GERAIS,MOTONETA,286706
2018,MINAS GERAIS,ONIBUS,75729
2018,MINAS GERAIS,UTILITARIO,67770
2018,PARA,AUTOMOVEL,582417
2018,PARA,CAMINHAO,60753
2018,PARA,CAMINHAO TRATOR,8603
2018,PARA,CAMINHONETE,141610
2018,PARA,CAMIONETA,40672
2018,PARA,MICROONIBUS,6498
2018,PARA,MOTOCICLETA,852590
2018,PARA,MOTONETA,187181
2018,PARA,ONIBUS,18323
2018,PARA,UTILITARIO,13002
2018,PARAIBA,AUTOMOVEL,515235
2018,PARAIBA,CAMINHAO,28592
2018,PARAIBA,CAMINHAO TRATOR,2737
2018,PARAIBA,CAMINHONETE,71865
2018,PARAIBA,CAMIONETA,36626
2018,PARAIBA,MICROONIBUS,4695
2018,PARAIBA,MOTOCICLETA,478917
2018,PARAIBA,MOTONETA,66163
2018,PARAIBA,ONIBUS,7563
2018,PARAIBA,UTILITARIO,9992
2018,PARANA,AUTOMOVEL,4327753
2018,PARANA,CAMINHAO,264760
2018,PARANA,CAMINHAO TRATOR,93500
2018,PARANA,CAMINHONETE,611549
2018,PARANA,CAMIONETA,270486
2018,PARANA,MICROONIBUS,22703
2018,PARANA,MOTOCICLETA,1132682
2018,PARANA,MOTONETA,288269
2018,PARANA,ONIBUS,42065
2018,PARANA,UTILITARIO,57332
2018,PERNAMBUCO,AUTOMOVEL,1299041
2018,PERNAMBUCO,CAMINHAO,91543
2018,PERNAMBUCO,CAMINHAO TRATOR,12419
2018,PERNAMBUCO,CAMINHONETE,162200
2018,PERNAMBUCO,CAMIONETA,101601
2018,PERNAMBUCO,MICROONIBUS,18689
2018,PERNAMBUCO,MOTOCICLETA,1023265
2018,PERNAMBUCO,MOTONETA,104369
2018,PERNAMBUCO,ONIBUS,19723
2018,PERNAMBUCO,UTILITARIO,19660
2018,PIAUI,AUTOMOVEL,345658
2018,PIAUI,CAMINHAO,29099
2018,PIAUI,CAMINHAO TRATOR,2645
2018,PIAUI,CAMINHONETE,77579
2018,PIAUI,CAMIONETA,31459
2018,PIAUI,MICROONIBUS,3800
2018,PIAUI,MOTOCICLETA,547238
2018,PIAUI,MOTONETA,96827
2018,PIAUI,ONIBUS,7587
2018,PIAUI,UTILITARIO,6943
2018,RIO DE JANEIRO,AUTOMOVEL,4448294
2018,RIO DE JANEIRO,CAMINHAO,142906
2018,RIO DE JANEIRO,CAMINHAO TRATOR,17917
2018,RIO DE JANEIRO,CAMINHONETE,297578
2018,RIO DE JANEIRO,CAMIONETA,338646
2018,RIO DE JANEIRO,MICROONIBUS,38328
2018,RIO DE JANEIRO,MOTOCICLETA,932705
2018,RIO DE JANEIRO,MOTONETA,166780
2018,RIO DE JANEIRO,ONIBUS,45157
2018,RIO DE JANEIRO,UTILITARIO,56375
2018,RIO GRANDE DO NORTE,AUTOMOVEL,542887
2018,RIO GRANDE DO NORTE,CAMINHAO,33145
2018,RIO GRANDE DO NORTE,CAMINHAO TRATOR,3449
2018,RIO GRANDE DO NORTE,CAMINHONETE,77044
2018,RIO GRANDE DO NORTE,CAMIONETA,38268
2018,RIO GRANDE DO NORTE,MICROONIBUS,5046
2018,RIO GRANDE DO NORTE,MOTOCICLETA,430901
2018,RIO GRANDE DO NORTE,MOTONETA,59434
2018,RIO GRANDE DO NORTE,ONIBUS,7145
2018,RIO GRANDE DO NORTE,UTILITARIO,15063
2018,RIO GRANDE DO SUL,AUTOMOVEL,4212167
2018,RIO GRANDE DO SUL,CAMINHAO,224533
2018,RIO GRANDE DO SUL,CAMINHAO TRATOR,61100
2018,RIO GRANDE DO SUL,CAMINHONETE,483870
2018,RIO GRANDE DO SUL,CAMIONETA,298824
2018,RIO GRANDE DO SUL,MICROONIBUS,20157
2018,RIO GRANDE DO SUL,MOTOCICLETA,1057965
2018,RIO GRANDE DO SUL,MOTONETA,187542
2018,RIO GRANDE DO SUL,ONIBUS,41043
2018,RIO GRANDE DO SUL,UTILITARIO,55631
2018,RONDONIA,AUTOMOVEL,273724
2018,RONDONIA,CAMINHAO,30649
2018,RONDONIA,CAMINHAO TRATOR,6756
2018,RONDONIA,CAMINHONETE,83864
2018,RONDONIA,CAMIONETA,19209
2018,RONDONIA,MICROONIBUS,1224
2018,RONDONIA,MOTOCICLETA,389355
2018,RONDONIA,MOTONETA,117499
2018,RONDONIA,ONIBUS,6069
2018,RONDONIA,UTILITARIO,3518
2018,RORAIMA,AUTOMOVEL,71696
2018,RORAIMA,CAMINHAO,4891
2018,RORAIMA,CAMINHAO TRATOR,818
2018,RORAIMA,CAMINHONETE,22307
2018,RORAIMA,CAMIONETA,8920
2018,RORAIMA,MICROONIBUS,699
2018,RORAIMA,MOTOCICLETA,79485
2018,RORAIMA,MOTONETA,19492
2018,RORAIMA,ONIBUS,1117
2018,RORAIMA,UTILITARIO,1207
2018,SANTA CATARINA,AUTOMOVEL,2863751
2018,SANTA CATARINA,CAMINHAO,148809
2018,SANTA CATARINA,CAMINHAO TRATOR,52907
2018,SANTA CATARINA,CAMINHONETE,314220
2018,SANTA CATARINA,CAMIONETA,249745
2018,SANTA CATARINA,MICROONIBUS,12102
2018,SANTA CATARINA,MOTOCICLETA,855266
2018,SANTA CATARINA,MOTONETA,269557
2018,SANTA CATARINA,ONIBUS,19171
2018,SANTA CATARINA,UTILITARIO,55656
2018,SAO PAULO,AUTOMOVEL,17949111
2018,SAO PAULO,CAMINHAO,662057
2018,SAO PAULO,CAMINHAO TRATOR,178910
2018,SAO PAULO,CAMINHONETE,1652185
2018,SAO PAULO,CAMIONETA,1420425
2018,SAO PAULO,MICROONIBUS,116497
2018,SAO PAULO,MOTOCICLETA,4523419
2018,SAO PAULO,MOTONETA,884858
2018,SAO PAULO,ONIBUS,159926
2018,SAO PAULO,UTILITARIO,258421
2018,SERGIPE,AUTOMOVEL,322781
2018,SERGIPE,CAMINHAO,20983
2018,SERGIPE,CAMINHAO TRATOR,2560
2018,SERGIPE,CAMINHONETE,42845
2018,SERGIPE,CAMIONETA,15012
2018,SERGIPE,MICROONIBUS,3442
2018,SERGIPE,MOTOCICLETA,246555
2018,SERGIPE,MOTONETA,42161
2018,SERGIPE,ONIBUS,6986
2018,SERGIPE,UTILITARIO,4390
2018,Sem InformaÃ§Ã£o,AUTOMOVEL,269461
2018,Sem InformaÃ§Ã£o,CAMINHAO,27410
2018,Sem InformaÃ§Ã£o,CAMINHAO TRATOR,4099
2018,Sem InformaÃ§Ã£o,CAMINHONETE,48956
2018,Sem InformaÃ§Ã£o,CAMIONETA,60312
2018,Sem InformaÃ§Ã£o,MICROONIBUS,2117
2018,Sem InformaÃ§Ã£o,MOTOCICLETA,627341
2018,Sem InformaÃ§Ã£o,MOTONETA,206447
2018,Sem InformaÃ§Ã£o,ONIBUS,4255
2018,Sem InformaÃ§Ã£o,UTILITARIO,9107
2018,TOCANTINS,AUTOMOVEL,207251
2018,TOCANTINS,CAMINHAO,22082
2018,TOCANTINS,CAMINHAO TRATOR,5096
2018,TOCANTINS,CAMINHONETE,56099
2018,TOCANTINS,CAMIONETA,18046
2018,TOCANTINS,MICROONIBUS,1518
2018,TOCANTINS,MOTOCICLETA,229040
2018,TOCANTINS,MOTONETA,93599
2018,TOCANTINS,ONIBUS,5507
2018,TOCANTINS,UTILITARIO,3509
2019,ACRE,AUTOMOVEL,88985
